borrower_id,age,occupation,monthly_income,income_consistency_score,utility_delay_days,debt_to_income_ratio,active_loans,upi_transactions,previous_default,loan_status
BORR09194,57,Delivery Partner,34873.17,81,3,0.345,0,211,0,1
BORR09195,55,Delivery Partner,36278.34,83,1,0.324,0,176,0,1
BORR09196,37,Kirana Owner,58474.94,11,7,0.652,2,118,1,1
BORR09197,33,Kirana Owner,30598.23,81,2,0.28,0,155,0,1
BORR09198,26,Driver,18894.13,69,0,0.128,1,158,0,0
BORR09199,57,Driver,14784.45,76,0,0.15,0,197,0,1
BORR09200,52,Delivery Partner,19510.78,78,2,0.22,1,131,0,1
BORR09201,31,Kirana Owner,42451.12,76,0,0.34,1,212,0,1
BORR09202,37,Small Business Owner,58344.47,85,2,0.119,0,206,1,1
BORR09203,25,Kirana Owner,31935.35,78,0,0.202,0,190,0,1
BORR09204,26,Delivery Partner,15383.35,93,1,0.252,0,177,0,1
BORR09205,30,Driver,27284.46,76,2,0.227,0,79,0,1
BORR09206,53,Delivery Partner,25168.1,29,5,0.746,1,106,1,0
BORR09207,50,Kirana Owner,66686.59,76,2,0.182,2,163,1,1
BORR09208,41,Small Business Owner,67306.74,81,0,0.193,0,145,0,1
BORR09209,37,Delivery Partner,30436.44,81,0,0.148,1,212,0,1
BORR09210,47,Kirana Owner,44885.46,64,0,0.142,0,159,0,1
BORR09211,23,Driver,27641.38,63,0,0.368,1,158,0,1
BORR09212,49,Kirana Owner,54214.02,80,0,0.081,0,166,0,1
BORR09213,22,Delivery Partner,26606.91,76,7,0.727,1,59,0,0
BORR09214,49,Small Business Owner,54190.78,83,0,0.258,2,161,0,1
BORR09215,56,Freelancer,14023.18,66,5,0.819,3,112,1,1
BORR09216,54,Driver,32196.66,69,0,0.208,0,78,0,1
BORR09217,57,Kirana Owner,38879.7,75,1,0.312,1,198,0,1
BORR09218,21,Kirana Owner,70395.4,54,1,0.169,2,201,0,1
BORR09219,46,Driver,24241.07,58,1,0.258,1,164,0,1
BORR09220,21,Delivery Partner,19187.41,57,4,0.661,2,101,0,1
BORR09221,24,Kirana Owner,35489.46,50,7,0.852,2,105,0,0
BORR09222,59,Small Business Owner,43205.65,70,2,0.26,0,138,0,1
BORR09223,34,Kirana Owner,39340.47,51,2,0.338,0,149,0,0
BORR09224,38,Delivery Partner,18015.95,73,0,0.136,1,227,0,1
BORR09225,54,Kirana Owner,40628.14,79,0,0.171,0,164,0,1
BORR09226,21,Small Business Owner,36022.09,91,0,0.285,0,158,0,1
BORR09227,42,Delivery Partner,27316.62,75,1,0.244,0,168,0,1
BORR09228,36,Kirana Owner,49661.67,100,1,0.156,1,195,0,1
BORR09229,42,Delivery Partner,26109.08,73,1,0.308,2,234,0,1
BORR09230,36,Freelancer,37184.38,66,1,0.225,0,246,0,1
BORR09231,48,Driver,30437.51,95,1,0.203,0,213,0,1
BORR09232,48,Kirana Owner,23078.3,56,13,0.732,4,86,0,0
BORR09233,42,Small Business Owner,28161.67,92,1,0.183,0,152,0,1
BORR09234,26,Kirana Owner,58556.91,96,2,0.155,0,171,0,1
BORR09235,45,Delivery Partner,29800.2,84,1,0.326,0,126,0,0
BORR09236,22,Driver,19795.29,71,5,0.269,2,175,0,1
BORR09237,27,Driver,22185.11,47,5,0.765,2,81,0,0
BORR09238,37,Kirana Owner,28872.54,67,8,0.623,4,110,1,1
BORR09239,55,Small Business Owner,63701.6,68,1,0.189,0,171,0,1
BORR09240,40,Delivery Partner,35090.99,76,0,0.5,0,129,0,1
BORR09241,22,Freelancer,63376.49,57,1,0.333,1,173,0,1
BORR09242,27,Small Business Owner,28325.28,61,3,0.185,1,158,0,1
BORR09243,52,Freelancer,47642.12,82,1,0.146,0,126,0,1
BORR09244,39,Delivery Partner,27410.58,81,0,0.227,1,174,0,1
BORR09245,32,Kirana Owner,55481.53,73,1,0.368,1,196,0,1
BORR09246,29,Small Business Owner,78182.05,62,1,0.151,1,124,0,1
BORR09247,47,Small Business Owner,61484.28,80,0,0.472,0,163,0,1
BORR09248,34,Freelancer,54239.92,73,0,0.327,1,160,0,1
BORR09249,22,Delivery Partner,19124.61,73,0,0.212,0,113,0,1
BORR09250,41,Driver,18357.46,90,1,0.239,0,151,0,1
BORR09251,24,Freelancer,23207.92,52,7,0.62,2,118,1,0
BORR09252,41,Freelancer,52825.4,83,3,0.241,1,154,0,1
BORR09253,42,Kirana Owner,49399.26,82,0,0.278,1,168,0,1
BORR09254,22,Driver,19374.63,92,2,0.33,1,137,1,1
BORR09255,37,Driver,30333.03,77,0,0.227,2,150,0,1
BORR09256,39,Kirana Owner,43360.57,72,1,0.317,1,228,0,1
BORR09257,60,Freelancer,30464.95,78,3,0.137,0,216,0,1
BORR09258,44,Delivery Partner,23616.46,76,5,0.687,1,105,1,1
BORR09259,40,Driver,29955.92,81,3,0.187,0,199,0,0
BORR09260,58,Freelancer,31836.81,47,5,0.916,1,95,1,0
BORR09261,32,Kirana Owner,42810.7,89,1,0.249,1,49,0,1
BORR09262,45,Freelancer,22815.66,82,2,0.356,0,202,0,1
BORR09263,43,Small Business Owner,47781.02,82,2,0.213,2,180,0,1
BORR09264,54,Small Business Owner,25979.11,87,0,0.229,1,148,0,1
BORR09265,52,Driver,14854.8,76,0,0.331,0,216,0,1
BORR09266,44,Kirana Owner,49729.1,55,8,0.673,2,97,0,0
BORR09267,45,Driver,21075.68,86,1,0.181,1,184,0,1
BORR09268,23,Delivery Partner,23777.91,84,0,0.189,0,157,0,1
BORR09269,45,Delivery Partner,20113.38,46,9,0.667,1,122,0,0
BORR09270,48,Delivery Partner,37529.56,75,0,0.106,1,183,0,1
BORR09271,32,Driver,19773.87,72,1,0.362,1,128,0,0
BORR09272,46,Driver,17854.62,76,0,0.277,0,132,0,0
BORR09273,28,Small Business Owner,49533.1,91,2,0.185,1,210,0,1
BORR09274,25,Small Business Owner,69555.16,88,0,0.293,1,119,0,1
BORR09275,31,Driver,29399.55,86,1,0.267,0,117,0,1
BORR09276,55,Small Business Owner,78685.83,65,0,0.28,0,172,0,1
BORR09277,47,Kirana Owner,31879.64,74,2,0.321,0,165,0,1
BORR09278,58,Small Business Owner,31155.88,52,2,0.282,1,127,1,1
BORR09279,39,Delivery Partner,22649.39,20,10,0.803,2,141,1,0
BORR09280,52,Driver,19152.72,56,7,0.728,3,168,1,0
BORR09281,48,Delivery Partner,18864.32,75,0,0.291,1,181,0,1
BORR09282,56,Delivery Partner,25935.06,90,0,0.02,0,135,0,1
BORR09283,38,Delivery Partner,20875.69,72,3,0.309,0,126,1,1
BORR09284,30,Kirana Owner,35672.74,36,3,0.871,3,97,0,0
BORR09285,52,Kirana Owner,56346.43,93,1,0.272,0,116,0,1
BORR09286,38,Delivery Partner,19344.72,79,0,0.285,1,170,0,1
BORR09287,32,Kirana Owner,36471.72,89,0,0.204,0,162,0,1
BORR09288,28,Kirana Owner,50973.26,85,3,0.344,0,144,0,1
BORR09289,53,Kirana Owner,35038.76,72,1,0.27,1,202,0,1
BORR09290,58,Kirana Owner,39538.91,82,2,0.332,0,213,1,1
BORR09291,34,Freelancer,37668.49,95,0,0.267,0,207,0,1
BORR09292,22,Driver,22318.38,77,2,0.234,1,196,0,0
BORR09293,29,Freelancer,35697.63,75,0,0.138,0,236,0,1
BORR09294,25,Driver,19932.84,79,1,0.157,0,122,0,1
BORR09295,54,Freelancer,41290.47,100,1,0.295,0,175,0,1
BORR09296,39,Driver,20099.91,73,1,0.299,0,175,0,1
BORR09297,27,Delivery Partner,30462.08,75,0,0.297,0,117,0,1
BORR09298,59,Driver,20198.03,77,0,0.329,0,170,0,1
BORR09299,37,Delivery Partner,27617.29,73,1,0.29,2,174,0,1
BORR09300,46,Driver,25541.88,84,12,0.767,1,118,1,0
BORR09301,47,Freelancer,56650.42,63,0,0.333,0,158,0,0
BORR09302,48,Small Business Owner,68092.68,71,2,0.261,0,101,0,1
BORR09303,40,Delivery Partner,26671.72,70,0,0.208,1,194,0,1
BORR09304,26,Freelancer,28645.71,67,3,0.278,0,182,0,1
BORR09305,28,Freelancer,57625.32,86,1,0.317,0,147,0,0
BORR09306,52,Driver,29639.29,41,4,0.624,3,78,0,1
BORR09307,39,Freelancer,52953.26,84,1,0.341,1,211,1,1
BORR09308,52,Kirana Owner,62476.17,75,1,0.161,2,239,0,1
BORR09309,39,Kirana Owner,34388.28,20,10,0.716,3,113,0,0
BORR09310,44,Kirana Owner,46182.36,81,1,0.219,0,197,1,1
BORR09311,44,Small Business Owner,40319.0,74,0,0.199,0,182,0,0
BORR09312,37,Kirana Owner,56855.69,65,0,0.238,1,123,0,1
BORR09313,38,Kirana Owner,36312.77,95,1,0.236,2,143,0,1
BORR09314,32,Kirana Owner,53060.31,58,1,0.227,1,114,0,1
BORR09315,43,Delivery Partner,25586.1,92,0,0.232,0,130,0,1
BORR09316,38,Delivery Partner,18313.77,59,7,0.819,1,118,0,1
BORR09317,36,Kirana Owner,65765.23,73,0,0.224,1,157,0,1
BORR09318,36,Driver,18204.79,80,1,0.294,0,154,0,1
BORR09319,56,Kirana Owner,52169.08,92,0,0.286,1,166,0,1
BORR09320,43,Delivery Partner,17856.75,74,0,0.246,1,207,0,1
BORR09321,42,Small Business Owner,50264.64,72,2,0.384,0,207,0,1
BORR09322,59,Freelancer,31444.05,99,0,0.209,1,165,0,1
BORR09323,53,Delivery Partner,19982.59,87,0,0.315,1,173,0,1
BORR09324,44,Delivery Partner,34643.91,90,0,0.167,0,139,0,1
BORR09325,40,Freelancer,24320.92,99,0,0.263,0,212,0,1
BORR09326,53,Driver,22369.52,83,0,0.096,0,109,0,1
BORR09327,51,Small Business Owner,54091.33,84,1,0.201,0,184,0,1
BORR09328,60,Delivery Partner,32110.52,80,0,0.237,0,125,0,1
BORR09329,28,Kirana Owner,31471.53,91,1,0.271,0,170,0,1
BORR09330,30,Driver,18809.69,74,1,0.299,0,158,0,1
BORR09331,21,Driver,15332.74,71,2,0.237,1,195,0,0
BORR09332,41,Delivery Partner,37492.14,87,1,0.333,0,193,0,1
BORR09333,45,Delivery Partner,27623.54,78,5,0.171,0,171,0,1
BORR09334,52,Small Business Owner,82720.84,78,1,0.33,0,148,0,1
BORR09335,30,Delivery Partner,28554.98,70,2,0.462,1,164,0,1
BORR09336,29,Driver,18002.99,61,2,0.264,0,170,0,1
BORR09337,40,Delivery Partner,22410.26,62,2,0.284,2,141,0,1
BORR09338,40,Delivery Partner,17192.63,87,0,0.203,0,158,0,1
BORR09339,60,Kirana Owner,53508.04,65,0,0.245,0,145,0,1
BORR09340,27,Driver,30468.1,88,1,0.236,0,193,0,1
BORR09341,31,Kirana Owner,32062.86,100,3,0.329,1,227,0,1
BORR09342,41,Delivery Partner,27042.31,90,0,0.297,0,164,0,1
BORR09343,58,Delivery Partner,25097.8,82,0,0.245,1,124,0,0
BORR09344,39,Freelancer,16319.64,81,1,0.416,1,210,0,1
BORR09345,35,Freelancer,21969.23,81,7,0.874,1,167,1,0
BORR09346,26,Small Business Owner,37836.45,87,1,0.36,2,232,0,1
BORR09347,30,Freelancer,57711.08,100,1,0.373,2,187,0,1
BORR09348,36,Kirana Owner,43546.56,64,4,0.357,1,135,0,1
BORR09349,31,Freelancer,27020.32,81,0,0.179,1,145,0,1
BORR09350,55,Kirana Owner,66356.36,77,0,0.391,0,197,0,1
BORR09351,28,Delivery Partner,23682.88,45,6,0.568,2,75,1,1
BORR09352,48,Kirana Owner,30452.71,77,1,0.267,0,93,0,1
BORR09353,23,Freelancer,18949.53,95,1,0.299,0,172,0,1
BORR09354,22,Driver,32112.61,80,0,0.361,0,187,0,1
BORR09355,34,Driver,15032.85,67,3,0.663,2,128,1,1
BORR09356,49,Freelancer,13454.64,89,1,0.37,0,120,0,1
BORR09357,23,Driver,22004.71,79,0,0.204,2,203,1,1
BORR09358,21,Driver,15436.43,48,8,0.832,2,110,1,0
BORR09359,35,Kirana Owner,34364.0,77,1,0.075,0,170,0,1
BORR09360,40,Freelancer,28272.79,86,3,0.209,2,144,0,1
BORR09361,42,Freelancer,23013.97,92,0,0.384,1,86,0,0
BORR09362,54,Freelancer,16509.01,76,2,0.384,0,193,0,0
BORR09363,53,Kirana Owner,45301.96,88,3,0.133,0,119,0,1
BORR09364,29,Kirana Owner,69395.29,70,1,0.207,1,173,0,1
BORR09365,23,Delivery Partner,23329.2,61,1,0.205,1,159,0,1
BORR09366,22,Delivery Partner,34147.02,78,1,0.131,0,149,0,1
BORR09367,24,Delivery Partner,22954.23,64,1,0.312,0,166,0,0
BORR09368,36,Driver,18794.4,88,1,0.329,2,176,0,1
BORR09369,53,Small Business Owner,34225.69,85,2,0.157,1,181,0,1
BORR09370,29,Freelancer,59011.61,96,1,0.28,0,119,0,1
BORR09371,60,Kirana Owner,44482.39,85,1,0.101,0,158,0,1
BORR09372,58,Delivery Partner,23748.18,94,2,0.246,1,176,0,1
BORR09373,38,Delivery Partner,27573.21,36,7,0.65,3,74,0,0
BORR09374,36,Delivery Partner,25132.37,70,1,0.303,0,176,0,1
BORR09375,28,Delivery Partner,25191.29,15,8,0.809,4,93,0,0
BORR09376,43,Delivery Partner,16995.77,80,3,0.284,0,213,0,1
BORR09377,56,Freelancer,26825.2,70,0,0.241,1,161,0,1
BORR09378,23,Delivery Partner,28271.07,76,2,0.255,1,126,0,1
BORR09379,35,Driver,25640.88,60,1,0.25,1,213,1,1
BORR09380,58,Small Business Owner,60967.12,78,1,0.329,0,150,0,1
BORR09381,53,Small Business Owner,67261.29,68,7,0.599,4,83,1,1
BORR09382,38,Driver,25418.91,76,3,0.313,0,158,0,1
BORR09383,43,Freelancer,12668.1,84,0,0.1,0,216,0,1
BORR09384,23,Driver,22120.43,83,1,0.354,1,230,1,1
BORR09385,50,Freelancer,57043.19,82,4,0.256,0,135,0,1
BORR09386,37,Delivery Partner,16888.19,72,3,0.279,0,201,0,0
BORR09387,52,Kirana Owner,36108.71,83,1,0.222,0,193,0,1
BORR09388,27,Small Business Owner,59259.19,77,0,0.232,1,164,0,1
BORR09389,59,Delivery Partner,19150.38,75,0,0.255,0,188,0,1
BORR09390,34,Driver,30644.39,85,0,0.313,1,158,0,0
BORR09391,35,Small Business Owner,44806.93,83,0,0.049,1,160,0,1
BORR09392,32,Delivery Partner,28339.89,83,1,0.22,0,124,0,1
BORR09393,28,Driver,26534.91,74,2,0.232,1,163,0,1
BORR09394,36,Freelancer,41530.03,72,2,0.287,1,145,0,1
BORR09395,54,Freelancer,16325.89,67,1,0.341,0,113,0,1
BORR09396,44,Small Business Owner,63505.5,42,8,0.848,1,65,1,0
BORR09397,49,Small Business Owner,69944.14,17,6,0.955,3,85,0,0
BORR09398,36,Freelancer,14260.95,85,2,0.207,0,88,0,1
BORR09399,25,Small Business Owner,67616.54,61,2,0.219,1,199,0,1
BORR09400,25,Delivery Partner,18259.66,62,6,0.818,2,113,0,0
BORR09401,50,Kirana Owner,51200.33,63,0,0.156,0,199,1,0
BORR09402,25,Delivery Partner,18281.28,66,0,0.208,0,172,0,1
BORR09403,33,Kirana Owner,54848.42,92,0,0.098,0,165,0,1
BORR09404,55,Kirana Owner,51479.68,68,1,0.118,2,150,0,1
BORR09405,45,Freelancer,14176.82,61,6,0.851,2,128,0,0
BORR09406,34,Driver,20799.12,74,1,0.111,0,137,0,1
BORR09407,46,Freelancer,43102.78,69,3,0.281,1,152,1,1
BORR09408,38,Driver,23040.69,68,0,0.236,2,204,1,1
BORR09409,40,Delivery Partner,33630.25,60,1,0.169,1,174,0,1
BORR09410,54,Kirana Owner,72808.2,67,1,0.255,0,169,0,1
BORR09411,27,Freelancer,13213.4,34,3,0.554,3,89,1,0
BORR09412,30,Kirana Owner,42246.61,71,1,0.375,0,44,0,1
BORR09413,35,Driver,18539.14,71,1,0.228,1,168,0,0
BORR09414,37,Kirana Owner,31621.2,43,4,0.545,2,99,0,1
BORR09415,31,Delivery Partner,36610.77,71,3,0.247,1,176,0,1
BORR09416,54,Kirana Owner,33187.14,46,7,0.897,1,95,0,0
BORR09417,47,Driver,24049.24,70,0,0.356,0,153,0,1
BORR09418,41,Freelancer,39351.37,86,1,0.22,1,154,1,1
BORR09419,51,Driver,24366.28,70,0,0.292,0,202,0,1
BORR09420,24,Driver,28910.35,82,3,0.392,1,132,0,0
BORR09421,37,Freelancer,43851.97,94,0,0.2,0,183,0,1
BORR09422,40,Small Business Owner,72164.32,78,1,0.224,1,150,0,1
BORR09423,45,Freelancer,19113.43,73,1,0.292,1,127,0,1
BORR09424,60,Delivery Partner,19576.53,79,0,0.157,0,174,0,1
BORR09425,43,Freelancer,34174.74,68,1,0.24,0,156,1,1
BORR09426,35,Driver,29768.67,79,0,0.175,1,174,0,1
BORR09427,53,Kirana Owner,59086.79,77,2,0.281,0,172,0,1
BORR09428,39,Kirana Owner,43275.01,81,1,0.195,1,153,0,1
BORR09429,35,Kirana Owner,65340.1,57,0,0.228,1,190,0,1
BORR09430,25,Delivery Partner,21199.29,78,2,0.152,0,221,0,1
BORR09431,36,Small Business Owner,70683.7,84,2,0.222,1,151,0,1
BORR09432,52,Small Business Owner,42399.68,78,0,0.265,0,164,0,1
BORR09433,42,Freelancer,60520.33,87,0,0.302,0,127,0,1
BORR09434,52,Driver,29470.66,68,1,0.341,0,190,0,1
BORR09435,33,Small Business Owner,32497.91,71,4,0.169,0,157,0,1
BORR09436,58,Delivery Partner,31912.8,84,2,0.241,1,219,0,1
BORR09437,46,Driver,25859.72,86,0,0.317,0,157,0,1
BORR09438,37,Small Business Owner,54766.2,91,1,0.212,0,123,0,1
BORR09439,25,Freelancer,43472.79,59,10,0.98,3,111,1,0
BORR09440,53,Driver,24973.05,59,0,0.305,0,223,0,1
BORR09441,47,Driver,27580.59,90,0,0.162,0,216,0,1
BORR09442,25,Kirana Owner,58326.95,58,8,0.625,2,101,1,0
BORR09443,57,Small Business Owner,80920.39,80,1,0.202,2,125,0,1
BORR09444,27,Small Business Owner,80278.62,94,1,0.201,1,127,0,1
BORR09445,38,Driver,16530.42,85,1,0.339,0,131,0,1
BORR09446,51,Kirana Owner,28911.95,67,3,0.66,1,132,0,1
BORR09447,26,Delivery Partner,30306.23,58,1,0.347,0,195,0,1
BORR09448,22,Delivery Partner,36186.23,73,0,0.315,0,151,0,1
BORR09449,33,Driver,20512.74,88,0,0.25,0,211,0,1
BORR09450,31,Delivery Partner,22017.41,77,0,0.262,0,183,0,1
BORR09451,46,Freelancer,49302.41,83,0,0.389,1,211,0,1
BORR09452,41,Delivery Partner,25587.44,80,0,0.172,0,131,0,1
BORR09453,22,Kirana Owner,57412.2,41,10,0.594,4,93,0,0
BORR09454,60,Small Business Owner,33145.89,65,2,0.239,0,190,0,1
BORR09455,40,Driver,17931.63,61,2,0.399,0,106,0,0
BORR09456,37,Small Business Owner,30213.78,76,1,0.229,0,150,0,1
BORR09457,36,Delivery Partner,19334.14,82,1,0.292,0,149,0,1
BORR09458,25,Kirana Owner,43519.58,73,0,0.17,2,129,0,1
BORR09459,34,Kirana Owner,48369.16,77,0,0.402,2,172,0,1
BORR09460,44,Kirana Owner,63344.65,64,1,0.317,0,195,0,1
BORR09461,24,Small Business Owner,70572.7,65,2,0.345,0,182,0,1
BORR09462,44,Delivery Partner,17906.98,50,8,0.445,3,126,1,0
BORR09463,29,Freelancer,40440.28,87,2,0.226,1,124,0,1
BORR09464,23,Small Business Owner,62559.87,82,2,0.145,1,165,0,1
BORR09465,29,Driver,22600.86,85,1,0.281,1,212,0,1
BORR09466,38,Freelancer,31918.86,87,2,0.27,0,150,0,1
BORR09467,56,Delivery Partner,15927.9,100,1,0.189,0,208,0,1
BORR09468,39,Kirana Owner,56427.95,63,1,0.1,0,156,0,1
BORR09469,44,Small Business Owner,43135.48,69,2,0.318,0,189,0,1
BORR09470,24,Delivery Partner,19178.77,91,0,0.171,1,162,0,1
BORR09471,29,Freelancer,33255.86,76,1,0.273,2,187,0,1
BORR09472,53,Freelancer,53117.14,83,1,0.435,0,130,0,0
BORR09473,21,Freelancer,36906.8,66,3,0.221,0,129,1,1
BORR09474,55,Freelancer,49454.67,81,0,0.118,1,147,0,1
BORR09475,30,Driver,30020.43,88,2,0.303,0,132,0,1
BORR09476,32,Small Business Owner,56791.2,77,2,0.159,0,143,0,1
BORR09477,38,Kirana Owner,64108.01,82,1,0.213,0,183,0,1
BORR09478,34,Small Business Owner,35475.42,81,2,0.285,1,156,0,1
BORR09479,30,Kirana Owner,52679.33,86,1,0.178,1,143,0,1
BORR09480,30,Freelancer,47310.31,56,7,0.772,2,107,1,0
BORR09481,38,Freelancer,35172.54,55,6,0.648,2,109,1,0
BORR09482,44,Kirana Owner,67936.6,82,3,0.266,1,125,0,1
BORR09483,21,Kirana Owner,62624.85,87,1,0.275,1,171,0,1
BORR09484,50,Delivery Partner,24578.14,97,1,0.171,0,122,0,1
BORR09485,35,Small Business Owner,79060.23,79,1,0.12,1,136,0,1
BORR09486,28,Small Business Owner,71426.57,71,0,0.307,0,152,0,1
BORR09487,55,Small Business Owner,58940.04,71,2,0.805,3,111,1,1
BORR09488,38,Small Business Owner,33596.95,78,0,0.301,0,192,0,1
BORR09489,36,Kirana Owner,33917.41,67,11,0.98,2,124,0,0
BORR09490,41,Driver,20142.12,82,3,0.273,0,166,1,1
BORR09491,35,Driver,27778.2,100,2,0.273,0,153,1,1
BORR09492,25,Kirana Owner,51646.69,53,4,0.508,1,144,0,0
BORR09493,27,Delivery Partner,17830.49,62,1,0.298,1,188,0,1
BORR09494,27,Freelancer,43190.17,78,3,0.276,0,206,0,1
BORR09495,47,Freelancer,31286.85,62,0,0.156,1,165,0,1
BORR09496,45,Driver,23120.28,71,3,0.305,0,188,0,1
BORR09497,42,Freelancer,20651.13,70,1,0.284,0,216,0,1
BORR09498,33,Kirana Owner,68445.33,77,3,0.228,0,189,0,0
BORR09499,37,Freelancer,28999.97,76,2,0.259,0,172,0,1
BORR09500,33,Kirana Owner,48673.45,76,1,0.256,2,168,0,1
BORR09501,46,Driver,30622.1,95,2,0.166,0,234,0,1
BORR09502,29,Delivery Partner,31513.59,88,1,0.155,0,128,0,1
BORR09503,25,Small Business Owner,73469.31,76,1,0.188,0,161,0,1
BORR09504,59,Kirana Owner,53483.93,82,2,0.203,0,211,0,1
BORR09505,53,Kirana Owner,67145.57,94,3,0.308,1,172,0,1
BORR09506,24,Delivery Partner,31856.7,64,1,0.176,2,195,0,1
BORR09507,48,Kirana Owner,56699.95,50,5,0.846,2,92,1,0
BORR09508,46,Delivery Partner,16997.05,82,2,0.411,0,147,0,1
BORR09509,24,Driver,27825.02,70,1,0.333,1,195,0,1
BORR09510,36,Delivery Partner,26138.3,64,5,0.824,3,49,0,0
BORR09511,57,Kirana Owner,30161.97,73,0,0.407,2,173,0,1
BORR09512,42,Kirana Owner,54315.23,75,2,0.379,0,210,0,1
BORR09513,56,Kirana Owner,57748.69,29,6,0.737,3,71,0,0
BORR09514,58,Driver,32350.6,60,3,0.365,0,173,0,1
BORR09515,55,Small Business Owner,60914.3,82,2,0.27,0,205,1,1
BORR09516,45,Delivery Partner,37468.66,74,2,0.237,1,231,1,1
BORR09517,28,Kirana Owner,42550.3,82,0,0.374,0,129,0,0
BORR09518,37,Driver,19155.64,95,0,0.231,0,175,0,1
BORR09519,38,Driver,29784.09,69,0,0.247,1,221,0,1
BORR09520,32,Delivery Partner,26331.45,89,0,0.234,1,112,0,1
BORR09521,53,Delivery Partner,21634.73,83,0,0.167,2,172,0,0
BORR09522,43,Kirana Owner,67394.2,74,0,0.214,2,162,1,0
BORR09523,32,Kirana Owner,55380.83,84,1,0.285,0,146,0,1
BORR09524,31,Delivery Partner,22079.83,86,1,0.238,1,126,0,1
BORR09525,33,Kirana Owner,32937.71,48,5,0.721,3,62,1,0
BORR09526,55,Delivery Partner,17232.99,66,2,0.068,0,209,0,1
BORR09527,47,Driver,22693.65,66,0,0.222,0,133,0,1
BORR09528,45,Freelancer,33925.76,32,4,0.845,4,134,1,0
BORR09529,60,Driver,27747.3,71,4,0.354,2,152,0,1
BORR09530,23,Driver,17161.09,84,0,0.225,2,182,1,1
BORR09531,45,Delivery Partner,20379.56,38,5,0.62,3,133,1,0
BORR09532,30,Kirana Owner,34451.84,80,1,0.156,1,103,0,1
BORR09533,37,Delivery Partner,15706.63,88,0,0.373,2,153,0,1
BORR09534,23,Driver,28191.18,78,0,0.313,0,197,0,1
BORR09535,42,Small Business Owner,40795.42,82,2,0.187,1,189,0,1
BORR09536,58,Small Business Owner,51137.82,83,1,0.146,1,171,0,1
BORR09537,34,Delivery Partner,25021.47,74,1,0.167,0,153,0,1
BORR09538,47,Kirana Owner,64013.55,67,1,0.226,0,138,0,1
BORR09539,40,Driver,24581.26,64,9,0.686,2,38,0,0
BORR09540,38,Driver,28861.53,91,0,0.282,1,162,0,1
BORR09541,33,Kirana Owner,45187.44,68,2,0.154,0,175,0,1
BORR09542,26,Driver,25831.48,88,1,0.146,0,181,0,1
BORR09543,30,Delivery Partner,20355.58,93,0,0.134,2,147,0,1
BORR09544,57,Driver,23678.99,71,0,0.174,0,183,0,1
BORR09545,49,Delivery Partner,25961.91,81,0,0.23,1,159,0,1
BORR09546,26,Driver,18530.46,54,9,0.777,3,102,0,0
BORR09547,59,Small Business Owner,71969.61,25,5,0.868,3,95,0,0
BORR09548,31,Freelancer,12505.69,55,5,0.709,1,129,1,1
BORR09549,45,Freelancer,36030.88,87,0,0.278,1,256,0,1
BORR09550,50,Driver,22039.51,77,0,0.26,0,134,0,1
BORR09551,40,Delivery Partner,20585.41,24,4,0.976,2,99,1,0
BORR09552,57,Delivery Partner,22716.35,93,1,0.282,0,182,0,1
BORR09553,36,Kirana Owner,47616.87,74,1,0.348,0,105,0,1
BORR09554,51,Kirana Owner,51870.4,87,0,0.255,1,179,0,1
BORR09555,49,Kirana Owner,49725.86,69,2,0.274,0,281,1,1
BORR09556,26,Small Business Owner,69047.35,71,2,0.175,1,174,0,1
BORR09557,49,Delivery Partner,19287.21,33,2,0.639,3,58,0,0
BORR09558,52,Kirana Owner,41144.21,78,1,0.5,0,199,0,1
BORR09559,29,Small Business Owner,43971.88,77,2,0.17,2,178,1,1
BORR09560,57,Driver,20762.83,86,0,0.404,1,186,0,1
BORR09561,43,Small Business Owner,81128.96,77,1,0.33,0,120,0,1
BORR09562,36,Driver,24585.72,52,2,0.603,3,106,0,1
BORR09563,38,Kirana Owner,58644.06,85,2,0.234,0,189,0,1
BORR09564,39,Kirana Owner,56427.12,79,0,0.027,0,198,0,1
BORR09565,22,Small Business Owner,42013.25,76,1,0.179,0,133,0,1
BORR09566,30,Kirana Owner,37747.26,78,1,0.176,1,137,0,1
BORR09567,32,Driver,30959.75,67,1,0.168,0,134,0,1
BORR09568,38,Delivery Partner,24585.16,75,1,0.336,2,198,1,1
BORR09569,39,Freelancer,52992.45,67,2,0.359,0,203,0,1
BORR09570,58,Driver,33431.93,82,1,0.28,1,190,0,1
BORR09571,57,Driver,23645.19,64,0,0.189,1,193,0,1
BORR09572,47,Delivery Partner,24513.96,51,13,0.954,2,110,1,0
BORR09573,34,Freelancer,47139.2,49,7,0.637,3,76,0,1
BORR09574,54,Driver,22299.89,40,8,0.695,2,102,0,1
BORR09575,22,Kirana Owner,56336.71,77,1,0.379,1,211,0,1
BORR09576,53,Driver,25796.36,90,2,0.23,0,179,0,1
BORR09577,39,Delivery Partner,27100.24,79,1,0.339,0,179,0,1
BORR09578,47,Kirana Owner,57379.22,100,0,0.242,1,137,0,1
BORR09579,50,Delivery Partner,22200.38,29,8,0.738,1,99,0,0
BORR09580,27,Small Business Owner,73717.14,100,0,0.17,2,156,0,1
BORR09581,47,Driver,25501.13,78,0,0.131,1,181,0,1
BORR09582,41,Driver,15656.51,85,2,0.355,0,112,0,1
